seed_iid,direction,title,year,doi,abstract,venue
f7a54d4c,backward,Product line models of large cyber-physical systems: the case of ERTMS/ETCS,2018.0,10.1145/3233027.3233046,"A product line perspective may help to understand the possible variants in interactions between the subsystems of a large, cyber-physical system. This observation is exemplified in this paper by proposing a feature model of the family of ERTMS/ETCS train control systems and their foreseen extensions. This model not only shows the different components that have to be installed when deploying the system at the different levels established by the ERTMS/ETCS standards, but it also helps to identify and discuss specific issues, such as the borders between onboard and wayside equipment, different manufacturers of the subsystems, interoperability among systems developed at different levels, backward compatibility of trains equipped with higher level equipment running on lines equipped with lower level equipment, and evolution towards future trends of railway signalling. The feature model forms the basis for formal modelling of the behaviour of the critical components of the system and for evaluating the overall cost, effectiveness and sustainability, for example by adding cost and performance attributes to the feature model.",Software Product Lines Conference
f7a54d4c,backward,SMARTLOG: Place error log statement by deep understanding of log intention,2018.0,10.1109/SANER.2018.8330197,,"IEEE International Conference on Software Analysis, Evolution, and Reengineering"
f7a54d4c,backward,DeepLog: Anomaly Detection and Diagnosis from System Logs through Deep Learning,2017.0,10.1145/3133956.3134015,,Conference on Computer and Communications Security
f7a54d4c,backward,From Model Checking to Runtime Verification and Back,2017.0,10.1007/978-3-319-67531-2_14,"We describe a novel approach for adapting an existing software model checker to perform precise runtime verification. The software under test is allowed to communicate with the wider environment (including the file system and network). The modifications to the model checker are small and self-contained, making this a viable strategy for re-using existing model checking tools in a new context.",Runtime Verification
f7a54d4c,backward,"DBSCAN Revisited, Revisited",2017.0,10.1145/3068335,,ACM Transactions on Database Systems
f7a54d4c,backward,Fuzzy Rule-Based Approach for Software Fault Prediction,2017.0,10.1109/TSMC.2016.2521840,,"IEEE Transactions on Systems, Man, and Cybernetics: Systems"
f7a54d4c,backward,Achieving resilience in distributed software systems via self-reconfiguration,2016.0,10.1016/j.jss.2016.05.038,,Journal of Systems and Software
f7a54d4c,backward,A Game-Theoretic Foundation for the Maximum Software Resilience against Dense Errors,2016.0,10.1109/TSE.2015.2510001,,IEEE Transactions on Software Engineering
f7a54d4c,backward,Characterizing Direct Monitoring Techniques in Software Systems,2016.0,10.1109/TR.2016.2570564,,IEEE Transactions on Reliability
f7a54d4c,backward,Anomaly Detection Using Autoencoders with Nonlinear Dimensionality Reduction,2014.0,10.1145/2689746.2689747,,MLSDA'14
f7a54d4c,backward,A declarative approach for Java code instrumentation,2013.0,10.1007/s11219-013-9220-4,,Software quality journal
f7a54d4c,backward,Event Logs for the Analysis of Software Failures: A Rule-Based Approach,2013.0,10.1109/TSE.2012.67,,IEEE Transactions on Software Engineering
f7a54d4c,backward,European Rail Traffic Management System (ERTMS): Supporting competition on the European rail network?,2013.0,10.1016/J.RTBM.2012.12.006,,
f7a54d4c,backward,Emulation of Software Faults: A Field Data Study and a Practical Approach,2006.0,10.1109/TSE.2006.113,,IEEE Transactions on Software Engineering
f7a54d4c,backward,Toward the Reverse Engineering of UML Sequence Diagrams for Distributed Java Software,2006.0,10.1109/TSE.2006.96,,IEEE Transactions on Software Engineering
f7a54d4c,backward,Automated Logging With Large Language Models: Eliminating Task-Specific Pretraining,2025.0,10.1109/ACCESS.2025.3645237,"Logging is a fundamental practice in software engineering, supporting monitoring, debugging, and system comprehension. However, determining where to insert log statements, what information to record, and how to phrase messages remains a labor-intensive and error-prone task. Recent research has explored automated logging; however, most approaches rely on domain- or language-specific pretraining, limiting applicability across diverse projects and environments. This paper investigates whether large language models (LLMs) trained on general code and natural-language corpora can eliminate the need for task-specific pretraining in automated logging. In our setting, models do not perform any Java- or task-specific pretraining but are trained only through lightweight supervised fine-tuning on the logging dataset. We compare LEONID, a state-of-the-art pretraining-centric logging system, and off-the-shelf models, including T5, CodeT5, and Qwen, without additional Java-specific pretraining. This evaluation encompasses single-log injection (levels, variables, positions, and messages), log-message quality assessed using reference-based metrics, and multilog injection, requiring multiple statements in a method. The results indicate that general-purpose LLMs rival or surpass LEONID in several aspects. Notably, Qwen-7B improves insertion position accuracy by 14 percentage points, addressing one of the most critical factors for the practical deployment of automated logging. Moreover, CodeT5 and Qwen achieve competitive or superior performance in message generation, and Qwen-7B demonstrates stronger structural reasoning for insertion positions and multilog scenarios. Although LEONID remains more stable in level selection and variable binding, the findings indicate that task-specific pretraining is not universally required. This work provides the first head-to-head evaluation of a pretraining-based approach versus off-the-shelf LLM approaches for automated logging, offering practical guidance for when to apply custom pretraining and when general-purpose models are sufficient.",IEEE Access
f7a54d4c,backward,Literature Review and Research Design for Systems Integration: Case Study in Defense Systems,2024.0,,,
f7a54d4c,backward,Ieee Transactions on Software Engineering on Fault Representativeness of Software Fault Injection,,,,
03b0c494,forward,"Process Mining for legal Courts: Visualising, analysing and comparing Italian divorce proceedings",2025.0,10.1016/j.clsr.2025.106210,,Computer Law &amp; Security Review
03b0c494,forward,Stochastic Alignments: Matching an Observed Trace to Stochastic Process Models,2025.0,10.48550/arXiv.2507.06472,"Process mining leverages event data extracted from IT systems to generate insights into the business processes of organizations. Such insights benefit from explicitly considering the frequency of behavior in business processes, which is captured by stochastic process models. Given an observed trace and a stochastic process model, conventional alignment-based conformance checking techniques face a fundamental limitation: They prioritize matching the trace to a model path with minimal deviations, which may, however, lead to selecting an unlikely path. In this paper, we study the problem of matching an observed trace to a stochastic process model by identifying a likely model path with a low edit distance to the trace. We phrase this as an optimization problem and develop a heuristic-guided path-finding algorithm to solve it. Our open-source implementation demonstrates the feasibility of the approach and shows that it can provide new, useful diagnostic insights for analysts.",International Conference on Business Process Management
c7d555aa,forward,Comparative Analysis of AI Software and Traditional Software GitHub Repositories Using Process Mining,2025.0,10.15439/2025F3421,"This study conducts a comparative analysis of Artificial Intelligence (AI) software and traditional GitHub repositories, focusing on workflow efficiency and sentiment dynamics. Using process mining and sentiment analysis techniques, we examine repositories from eight prominent projects, encompassing diverse datasets of issues and pull requests filtered for relevance and consistency. Our findings reveal that AI software repositories exhibit different workflow patterns and sentiment dynamics compared to traditional repositories. Sentiment analysis uncovers that contributors to AI software repositories experience more positive sentiment dynamics, likely reflecting structured workflows and collaborative tools. Conversely, traditional repositories exhibit longer resolution times and more fluctuating sentiment patterns, which may indicate higher complexity or less automation. These insights provide valuable recommendations for optimizing repository management, fostering contributor satisfaction, and improving collaborative software development environments.",Conference on Computer Science and Information Systems
c7d555aa,forward,Altered Histories in Version Control System Repositories: Evidence from the Trenches,2025.0,10.1109/ASE63991.2025.00181,"Version Control Systems (VCS) like Git allow developers to locally rewrite recorded history, e.g., to reorder and suppress commits or specific data in them. These alterations have legitimate use cases, but become problematic when performed on public branches that have downstream users: they break push/pull workflows, challenge the integrity and reproducibility of repositories, and create opportunities for supply chain attackers to sneak into them nefarious changes.We conduct the first large-scale investigation of Git history alterations in public code repositories. We analyze 111 M (millions) repositories archived by Software Heritage, which preserves VCS histories even across alterations. We find history alterations in 1.22 M repositories, for a total of 8.7 M rewritten histories. We categorize changes by where they happen (which repositories, which branches) and what is changed in them (files or commit metadata).Conducting two targeted case studies we show that altered histories recurrently change licenses retroactively, or are used to remove ""secrets"" (e.g., private keys) committed by mistake. As these behaviors correspond to bad practices—in terms of project governance or security management, respectively—that software recipients might want to avoid, we introduce GitHistorian, an automated tool, that developers can use to spot and describe history alterations in public Git repositories.",International Conference on Automated Software Engineering
9ffa3123,forward,Predicting Developer Acceptance of AI-Generated Code Suggestions,2026.0,10.48550/arXiv.2601.21379,"AI-assisted programming tools are widely adopted, yet their practical utility is often undermined by undesired suggestions that interrupt developer workflows and cause frustration. While existing research has explored developer-AI interactions when programming qualitatively, a significant gap remains in quantitative analysis of developers'acceptance of AI-generated code suggestions, partly because the necessary fine-grained interaction data is often proprietary. To bridge this gap, this paper conducts an empirical study using 66,329 industrial developer-AI interactions from a large technology company. We analyze features that are significantly different between accepted code suggestions and rejected ones. We find that accepted suggestions are characterized by significantly higher historical acceptance counts and ratios for both developers and projects, longer generation intervals, shorter preceding code context in the project, and older IDE versions. Based on these findings, we introduce CSAP (Code Suggestion Acceptance Prediction) to predict whether a developer will accept the code suggestion before it is displayed. Our evaluation of CSAP shows that it achieves the accuracy of 0.973 and 0.922 on imbalanced and balanced dataset respectively. Compared to a large language model baseline and an in-production industrial filter, CSAP relatively improves the accuracy by 12.6\% and 69.5\% on imbalanced dataset, and improves the accuracy by 87.0\% and 140.1\% on balanced dataset. Our results demonstrate that targeted personalization is a powerful approach for filtering out code suggestions with predicted rejection and reduce developer interruption. To the best of our knowledge, it is the first quantitative study of code suggestion acceptance on large-scale industrial data, and this work also sheds light on an important research direction of AI-assisted programming.",arXiv.org
9ffa3123,forward,A Survey of Reinforcement Learning for Software Engineering,2025.0,10.48550/arXiv.2507.12483,"Reinforcement Learning (RL) has emerged as a powerful paradigm for sequential decision-making and has attracted growing interest across various domains, particularly following the advent of Deep Reinforcement Learning (DRL) in 2015. Simultaneously, the rapid advancement of Large Language Models (LLMs) has further fueled interest in integrating RL with LLMs to enable more adaptive and intelligent systems. In the field of software engineering (SE), the increasing complexity of systems and the rising demand for automation have motivated researchers to apply RL to a broad range of tasks, from software design and development to quality assurance and maintenance. Despite growing research in RL-for-SE, there remains a lack of a comprehensive and systematic survey of this evolving field. To address this gap, we reviewed 115 peer-reviewed studies published across 22 premier SE venues since the introduction of DRL. We conducted a comprehensive analysis of publication trends, categorized SE topics and RL algorithms, and examined key factors such as dataset usage, model design and optimization, and evaluation practices. Furthermore, we identified open challenges and proposed future research directions to guide and inspire ongoing work in this evolving area. To summarize, this survey offers the first systematic mapping of RL applications in software engineering, aiming to support both researchers and practitioners in navigating the current landscape and advancing the field. Our artifacts are publicly available: https://github.com/KaiWei-Lin-lanina/RL4SE.",arXiv.org
373ad20e,forward,Cloud-Based Data-Driven Framework for Optimizing Operational Efficiency and Sustainability in Tube Manufacturing,2025.0,10.3390/asi8040100,"Modern manufacturing strives for peak efficiency while facing pressing demands for environmental sustainability. Balancing these often-conflicting objectives represents a fundamental trade-off in modern manufacturing, as traditional methods typically address them in isolation, leading to suboptimal outcomes. Process mining offers operational insights but often lacks dynamic environmental indicators, while standard Life Cycle Assessment (LCA) provides environmental evaluation but uses static data unsuitable for real-time optimization. Frameworks integrating real-time data for dynamic multi-objective optimization are scarce. This study proposes a comprehensive, data-driven, cloud-based framework that overcomes these limitations. It uniquely combines three key components: (1) real-time Process Mining for actual workflows and operational KPIs; (2) dynamic LCA using live sensor data for instance-level environmental impacts (energy, emissions, waste) and (3) Multi-Objective Optimization (NSGA-II) to identify Pareto-optimal solutions balancing efficiency and sustainability. TOPSIS assists decision-making by ranking these solutions. Validated using extensive real-world data from a tube manufacturing facility processing over 390,000 events, the framework demonstrated significant, quantifiable improvements. The optimization yielded a Pareto front of solutions that surpassed baseline performance (87% efficiency; 2007.5 kg CO2/day). The optimal balanced solution identified by TOPSIS simultaneously increased operational efficiency by 5.1% and reduced carbon emissions by 12.4%. Further analysis quantified the efficiency-sustainability trade-offs and confirmed the framework’s adaptability to varying strategic priorities through sensitivity analysis. This research offers a validated framework for industrial applications that enables manufacturers to improve both operational efficiency and environmental sustainability in a unified manner, moving beyond the limitations of disconnected tools. The validated integrated framework provides a powerful, data-driven tool, recommended as a valuable approach for industrial applications seeking continuous improvement in both economic and environmental performance dimensions.",Applied System Innovation
373ad20e,forward,Towards Multi-Faceted Visual Process Analytics,2025.0,10.1016/j.is.2025.102560,"Both the fields of Process Mining (PM) and Visual Analytics (VA) aim to make complex phenomena understandable. In PM, the goal is to gain insights into the execution of complex processes by analyzing the event data that is captured in event logs. This data is inherently multi-faceted, meaning that it covers various data facets, including spatial and temporal dependencies, relations between data entities (such as cases/events), and multivariate data attributes per entity. However, the multi-faceted nature of the data has not received much attention in PM. Conversely, VA research has investigated interactive visual methods for making multi-faceted data understandable for about two decades. In this study, we bring together PM and VA with the goal of advancing towards Visual Process Analytics (VPA) of multi-faceted processes. To this end, we present a systematic view of relevant (VA) data facets in the context of PM and assess to what extent existing PM visualizations address the data facets’ characteristics, making use of VA guidelines. In addition to visualizations, we look at how PM can benefit from analytical abstraction and interaction techniques known in the VA realm. Based on this, we discuss open challenges and opportunities for future research towards multi-faceted VPA.",Information Systems
373ad20e,forward,Process Mining for IS Project Management,2025.0,10.4018/irmj.373155,"Recently, process mining techniques have been used to discover, analyze, and improve business processes' performance, including project management processes conducted in IS projects. In this literature review, 383 documents were found and 59 were selected as relevant in the use of process mining for project management. These works were categorized according to the eight project performance domains presented by the Project Management Body of Knowledge. Approximately 50% were associated with the development approach and life cycle domain, in contrast to only 3% associated with the stakeholder domain. In addition to this review, other reviews were identified that explored the same theme but with an emphasis on agile software development. The process mining discovery techniques were the most applied in this context. The findings from the review suggested a gap in the literature regarding the correlation between process mining and IS project success.",Information Resources Management Journal
373ad20e,forward,Integrating Process Mining and Success Factors in Information Systems Projects: A Decision Support System Approach,2025.0,10.5220/0013433500003928,": The management of Information Systems (IS) projects involves addressing complex challenges such as communication issues, resource allocation, time constraints, customer interaction and evolving requirements. A project manager faces, therefore, a significant number of decisions on the progress of these projects, based on the most important Success Factors (SF) that each project encloses. As far as we are aware, there is currently no automated solution capable of effectively tackling these challenges, forcing managers to depend on conventional approaches that often prove insufficient to provide the necessary support. This paper proposes an architecture for a Decision Support System (DSS) designed to enhance project success by providing project managers with recommendations. The DSS integrates Process Mining techniques with SF to suggest valuable insights for decision-making. The system proposed aims to optimize project decisional outcomes and can combine algorithms from Process Mining, Data Mining, and Predictive Mining to enhance its recommendations.",International Conference on Evaluation of Novel Approaches to Software Engineering
373ad20e,forward,Onboarding in small software enterprises: Practical recommendations from a qualitative case study,2025.0,10.5937/jemc2501016g,"Onboarding is a cornerstone of effective workforce integration in the software industry, enabling rapid and seamless adaptation of employees to organisational workflows and culture. It is particularly critical for small software companies, where limited budgets, resource constraints, and unique organisational structures amplify onboarding challenges. This article investigates onboarding practices in a small software company, focusing on how new hires are effectively integrated into organisational culture and workflows. A qualitative case study approach was employed to uncover actionable insights and context-specific nuances. The findings highlight that cultural alignment, organisational learning, and hands-on knowledge-sharing are pivotal for effective new employee integration. However, challenges such as inconsistent documentation and a lack of standardised processes result in significant variability and inefficiencies. Despite identified shortcomings, the selected company demonstrates flexibility and adaptability in tailoring their approaches to individual needs. The results of this study may have wider implications for the software industry, particularly in creating inclusion strategies that address both human-centred and knowledge-management aspects. Findings from this research can guide small businesses toward more sustainable talent integration practices and contribute to industry-wide workforce development trends. Based on the research findings, recommendations for the practice are proposed.",Journal of Engineering Management and Competitiveness
373ad20e,backward,Enterprise information management systems development two cases of mining for process conformance,2023.0,10.1016/j.jjimei.2022.100141,,Int. J. Inf. Manag. Data Insights
373ad20e,backward,Using process mining for workarounds analysis in context: Learning from a small and medium-sized company case,2023.0,10.1016/j.jjimei.2023.100163,,Int. J. Inf. Manag. Data Insights
373ad20e,backward,"Process Mining Model Integrated with Control Flow, Case, Organizational and Time Perspectives in a Software Development Project",2022.0,10.1109/CONISOFT55708.2022.00022,"This paper presents the mining of a software development project from the event logs stored in the software project management systems Issue Tracking System (Jira) and Version Control System (GitHub) to query commits. In addition, a private system owned by the small software development organization was also included that provides for the event streams stored in Jira and GitHub. The mined project implements the approach to integrated model covering the Process Mining perspectives to validate the execution of activities according to the very small software company's process definition, discover deviations and establish corrective actions based on the findings obtained through the control flow, organizational, case, and time perspectives.",2022 10th International Conference in Software Engineering Research and Innovation (CONISOFT)
373ad20e,backward,Software Process Evaluation from User Perceptions and Log Data,2022.0,10.1002/smr.2438,"Companies often claim to follow specific software development methodologies (SDM) when performing their software development process. These methodologies are often supported by dedicated tools that keep track of work activities carried out by developers. The purpose of this paper is to provide a novel approach that integrates analytical insights from both the perceptions of SDM stakeholders and software development tools logs to provide SDM improvement recommendations. This paper develops a new process improvement approach that combines two significantly different sources of data on the same phenomenon. First, it uses a questionnaire to gather software development stakeholder SDM perceptions (managers and developers). Second, it leverages process mining to analyze software development tools logs to obtain additional information on software development activities. Finally, it develops recommendations based on concurrent analysis of both sources. Our novel process improvement approach is evaluated in three directions: Does the presented approach (RQ1) enable managers to gain additional insights into employees' performance, (RQ2) deliver additional insights into project performance, and (RQ3) enable development of additional SDM improvement recommendations? We find that integrated analysis of software development perception data and software development tools logs opens new possibilities to more precisely identify and improve specific SDM elements. The evaluation of our novel process improvement approach follows a single case study design. Our approach can only be used in enterprises in which software development tools logs are available. The study should be repeated in different cultural settings. We practically show how concurrently analyzing data about developer SDM perceptions and event log data from software development tools enables management to gain additional insights in the software development process regarding the performance of individual developers. The main theoretical contribution of our paper is a novel process improvement approach that effectively integrates data from management and developer perspectives and software development tools logs.",J. Softw. Evol. Process.
373ad20e,backward,A systematic process for Mining Software Repositories: Results from a systematic literature review,2021.0,10.1016/j.infsof.2021.106791,,Information and Software Technology
373ad20e,backward,An Event Data Extraction Approach from SAP ERP for Process Mining,2021.0,10.1007/978-3-030-98581-3_19,"The extraction, transformation, and loading of event logs from information systems is the first and the most expensive step in process mining. In particular, extracting event logs from popular ERP systems such as SAP poses major challenges, given the size and the structure of the data. Open-source support for ETL is scarce, while commercial process mining vendors maintain connectors to ERP systems supporting ETL of a limited number of business processes in an ad-hoc manner. In this paper, we propose an approach to facilitate event data extraction from SAP ERP systems. In the proposed approach, we store event data in the format of object-centric event logs that efficiently describe executions of business processes supported by ERP systems. To evaluate the feasibility of the proposed approach, we have developed a tool implementing it and conducted case studies with a real-life SAP ERP system.",ICPM Workshops
373ad20e,backward,On the Selection of Process Mining Tools,2021.0,10.3390/ELECTRONICS10040451,"Process mining is a research discipline that applies data analysis and computational intelligence techniques to extract knowledge from event logs of information systems. It aims to provide new means to discover, monitor, and improve processes. Process mining has gained particular attention over recent years and new process mining software tools, both academic and commercial, have been developed. This paper provides a survey of process mining software tools. It identifies and describes criteria that can be useful for comparing the tools. Furthermore, it introduces a multi-criteria methodology that can be used for the comparative analysis of process mining software tools. The methodology is based on three methods, namely ontology, decision tree, and Analytic Hierarchy Process (AHP), that can be used to help users decide which software tool best suits their needs.",Electronics
373ad20e,backward,Partnering for prosperity: small IT vendor partnership formation and the establishment of partner pools,2020.0,10.1080/0960085X.2020.1750309,"ABSTRACT Small IT vendors increasingly establish intra-industry collaborative arrangements with other technology providers. Despite the criticality of this strategy, there is little research that provides insights into partnership formation. Our study attempts to close this gap.Building on resource dependency theory (RDT) and resource-based view (RBV), we posit that, depending on external market and internal resource considerations, small IT vendors either supplement or complement their IT resources and capabilities via partnerships. When seeking to expand the scope of their resource portfolio by accessing dissimilar resources, vendors are engage in complementary partnerships (goal: improving the scope of IT resources). However, if they seek to expand the scale of their portfolio, they engage in supplementary partnerships (goal: extending the scale of IT resources). Using a qualitative approach, we examine the partnership formation practices of seven small IT firms. We propose a conceptual framework with five constructs that illustrate dynamics underlying these IT service partnerships, i.e., External market considerations, Internal resource configurations, Partner considerations, Partnership exploration, and Partnership development. We find variations in partnership practices depending on the supplementary or complementary nature of resources being sought. We also find small IT vendors form and manage partner pools to mitigate risks associated with partnerships.",European Journal of Information Systems
373ad20e,backward,Measuring and Improving Agile Processes in a Small-Size Software Development Company,2020.0,10.1109/ACCESS.2020.2990117,"Context: Agile software development has become commonplace in software development companies due to the numerous benefits it provides. However, conducting Agile projects is demanding in Small and Medium Enterprises (SMEs), because projects start and end quickly, but still have to fulfil customers’ quality requirements. Objective: This paper aims at reporting a practical experience on the use of metrics related to the software development process as a means supporting SMEs in the development of software following an Agile methodology. Method: We followed Action-Research principles in a Polish small-size software development company. We developed and executed a study protocol suited to the needs of the company, using a pilot case. Results: A catalogue of Agile development process metrics practically validated in the context of a small-size software development company, adopted by the company in their Agile projects. Conclusions: Practitioners may adopt these metrics in their Agile projects, especially if working in an SME, and customise them to their own needs and tools. Academics may use the findings as a baseline for new research work, including new empirical studies.",IEEE Access
373ad20e,backward,Investigating the Security Divide between SME and Large Companies: How SME Characteristics Influence Organizational IT Security Investments,2019.0,10.1007/s10796-019-09959-1,,Information Systems Frontiers
373ad20e,backward,Automatic Real-Time Mining Software Process Activities From SVN Logs Using a Naive Bayes Classifier,2019.0,10.1109/ACCESS.2019.2945608,"The abundance of event data in current software configuration management systems makes it possible to discover software process models automatically by using actual observed behavior. However, traditional process mining algorithms cannot be applied to event logs recorded in software configuration management (SCM) systems, such as SVN, because of missing activity attributes. To address this problem, a software process activity classifier is proposed to build event-activity mapping relationships from software development event streams, revealing activity attributes and associating the activity to the original SVN log. The proposed approach extracts activity from the SVN log based on semantic features and introduces a novel technique based on a naive Bayes approach to associate event activities dynamically. The approach has been applied to two real-world software development process logs, ArgoUML and jEdit, consisting of more than 80,000 events, covering development information from 1998 to 2015. With the application of our approach to such data, activities can be extracted from event logs and a classifier can be constructed for adding activity attributes to new events. The results of the classification are evaluated in terms of precision rate, recall rate, and the F-measure. Overall, two real-world software development process logs are used to validate the method, and the experimental results show that the approach can mine software process activities from SVN log events automatically and in real-time.",IEEE Access
373ad20e,backward,Las PyME de desarrollo de software. Modelos de mejora de sus procesos en Latinoamérica,2019.0,,,
373ad20e,backward,Monitoring the software bug‐fixing process through the process mining approach,2019.0,10.1002/smr.2162,"In the era of information technology, businesses have changed the way they work. Operations, which have become digitalized and managed via software systems, have increased in competitiveness. Software developers have been forced to design and implement their quality standards products by focusing on process‐oriented management. Software quality aims to gain a high‐performance level in the both development and managerial processes to maintain continuous improvements. Continuous improvements require more efficient process monitoring methods. Process mining, which provides recent techniques related to process monitoring, can be utilized with event log files to track the process performance. This research will extract the process mapping and performance statistics of the bug‐fixing process from event logs to develop an efficient process monitoring system. This process will uncover bottlenecks causing inefficiencies and risks. The benefits of process mining techniques will also be discussed to highlight the implications. In this context, this article will present a case study on monitoring the bug‐fixing process of a software product via process mining. It will reveal significant knowledge about subsequent steps and roles.",J. Softw. Evol. Process.
373ad20e,backward,Extracting Multiple Viewpoint Models from Relational Databases,2018.0,10.1007/978-3-030-46633-6_2,"Much time in process mining projects is spent on finding and understanding data sources and extracting the event data needed. As a result, only a fraction of time is spent actually applying techniques to discover, control and predict the business process. Moreover, current process mining techniques assume a single case notion. However, in reallife processes often different case notions are intertwined. For example, events of the same order handling process may refer to customers, orders, order lines, deliveries, and payments. Therefore, we propose to use Multiple Viewpoint (MVP) models that relate events through objects and that relate activities through classes. The required event data are much closer to existing relational databases. MVP models provide a holistic view on the process, but also allow for the extraction of classical event logs using different viewpoints. This way existing process mining techniques can be used for each viewpoint without the need for new data extractions and transformations. We provide a toolchain allowing for the discovery of MVP models (annotated with performance and frequency information) from relational databases. Moreover, we demonstrate that classical process mining techniques can be applied to any selected viewpoint.",International Symposium on Data-Driven Process Discovery and Analysis
373ad20e,backward,Process Mining,2016.0,10.1007/978-3-662-49851-4,,Springer Berlin Heidelberg
373ad20e,backward,Foundations of Process Enhancement,2022.0,10.1007/978-3-031-08848-3_8,,Process Mining Handbook
373ad20e,backward,Process and Organizational Data Integration from BPMS and Relational/NoSQL Sources for Process Mining,2022.0,10.5220/0011322500003266,": Business Process execution analysis is crucial for organizations to evaluate and improve them. Process mining provides the means to do so, but several challenges arise when dealing with data extraction and integration. Most scenarios consider implicit processes in support systems, with the process and organizational data being analyzed separately. Nowadays, many organizations increasingly integrate process-oriented support systems, such as BPMS, where process data execution is registered within the process engine database and organizational data in distributed potentially heterogeneous databases. They can follow the relational model or NoSQL ones, and organizational data can come from different systems, services, social media, or several other sources. Then, process and organizational data must be integrated to be used as input for process mining tasks and provide a complete view of the operation to detect and make improvements. In this paper, we extend previous work to support the collection of process and organizational data from heterogeneous sources, the integration of these data, and the automated generation of XES event logs to be used as input for process mining.",International Conference on Software and Data Technologies
373ad20e,backward,"Conformance Checking: Foundations, Milestones and Challenges",2022.0,10.1007/978-3-031-08848-3_5,,Process Mining Handbook
373ad20e,backward,Applying Process Mining in Small and Medium Sized IT Enterprises - Challenges and Guidelines,2022.0,10.1007/978-3-031-16103-2_11,,International Conference on Business Process Management
373ad20e,backward,Transforming IT small business - the perspective of business advice process,2021.0,10.1016/j.procs.2021.09.213,,International Conference on Knowledge-Based Intelligent Information & Engineering Systems
373ad20e,backward,"Scrum Revealed Training Book , 3rd ed.",2017.0,,,bit
373ad20e,backward,Process Mining,2009.0,10.1007/978-0-387-39940-9_1477,,Encyclopedia of Database Systems
56342950,forward,Developer engagement in open-source software’s green transition,2026.0,10.1038/s44458-026-00050-w,,Communications Sustainability
56342950,forward,"Industrial applications of artificial intelligence in software defects prediction: Systematic review, challenges, and future works",2025.0,10.1016/j.compeleceng.2025.110411,,Computers & electrical engineering
56342950,forward,Prediction of Software Bug Fixing Time Using Intuitionistic Fuzzy Similarity Measure on Bug Informative Terms,2024.0,10.1109/OCIT65031.2024.00095,"Nowadays, industries are more concerned with the timely delivery of quality software. The release of software totally depends upon the time required to fix the software bugs. The project team has to estimate the average time required to fix the bugs in accordance with the project schedule and available resources. The severity and priority of the software bug play a significant role in estimating the average time required to fix the bugs. However, the presence of multiple classes of severity and priority poses a greater challenge for the project team in terms of bug fixing time estimation. To address the aforementioned problem in this paper, an intuitionistic fuzzy similarity (IFS) measure-based bug time estimation technique is developed using the priority and severity of the software bug. The informative terms of severity and priority are used to determine the IFS measure of a new bug to multiple classes of severity and priority. The average bug fixing time for each severity and priority groups is utilized to predict the bug fixing time of a newly reported bug. The proposed bug estimation techniques provide a better MAE, RMSE, and $R^{2}$ score over various software bug repositories compared to other bug fixing time estimation techniques.",2024 OITS International Conference on Information Technology (OCIT)
56342950,forward,Sustainability in Blockchain Development: A BERT-Based Analysis of Ethereum Developer Discussions,2024.0,10.1145/3661167.3661194,"Blockchain technology faces significant challenges related to sustainability, including issues with optimisation, as well as high energy and gas consumption—factors that developers may sometimes neglect. We introduce a methodology to analyse the key sustainability topics discussed by Go-Ethereum developers, using thematic analysis of their issues and comments from Github. Our approach uses the BERT model to conduct an in-depth topic analysis, enabling us to study the underlying themes and trends in developer’s conversations regarding energy use and sustainability. We assess the sustainability of the identified topics using the five dimensions outlined in the Sustainability Awareness Framework (SusAF): economic, social, individual, environmental, and technical. Our goal is to shed light on how much attention developers pay to sustainability and energy consumption issues. The findings from this qualitative analysis aim to encourage technologists to incorporate these considerations into their future projects, in order to achieve better outcomes in terms of sustainability and reduced consumption.",International Conference on Evaluation & Assessment in Software Engineering
56342950,forward,DApps ecosystems: mapping the network structure of smart contract interactions,2024.0,10.1140/epjds/s13688-024-00497-8,"Decentralized applications (DApps) built on blockchain platforms such as Ethereum and coded in languages such as Solidity, have recently gained attention for their potential to disrupt traditional centralized systems. Despite their rapid adoption, limited research has been conducted to understand the underlying code structure of these applications. In particular, each DApp is composed of multiple smart contracts, each containing a number of functions that can be called to trigger a specific event, e.g., a token transfer. In this paper, we reconstruct and analyse the network of contracts and functions calls within the DApp, which is helpful to unveil vulnerabilities that can be exploited by malicious attackers. We show how decentralization is architecturally implemented, identifying common development patterns and anomalies that could influence the system’s robustness and efficiency. We find a consistent network structure characterized by modular, self-sufficient contracts and a complex web of function interactions, indicating common coding practices across the blockchain community. Critically, a small number of key functions within each DApp play a central role in maintaining network connectivity, making them potential targets for cyber attacks and highlighting the need for robust security measures.",EPJ Data Science
56342950,forward,SS-WDRN: sparrow search optimization-based weighted dual recurrent network for software fault prediction,2023.0,10.1007/s10115-023-01932-4,,Knowledge and Information Systems
